title,description,job_levels,languages,duration_minutes,test_type,url,remote_support,adaptive_support
Mineral Engineering (New),"multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.","graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,Yes,No
Universal Competency Framework Profiler Cards (44),"the ucf sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world.","director, entry-level, executive, front line manager, manager, mid-professional, professional individual contributor","portuguese (brazil), latin american spanish, french, chinese simplified, icelandic, lithuanian, danish, dutch, english international, finnish, german, italian, norwegian, portuguese, spanish, english (usa), swedish",0,"cognitive, personality",https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No
Civil Engineering (New),"multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Yes,No
Basic Statistics (New),"multi-choice test that measures the knowledge of statistical methods, exploratory analysis, basics of probability, standard distributions and statistical testing.","graduate, mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/basic-statistics-new/,Yes,No
OPQ Leadership Report,"this opq (occupational personality questionnaire) report provides a detailed analysis of an individuals leadership potential. it is based on shls leading edge leadership model, providing a competency based approach to leadership.","director, executive, manager, mid-professional, professional individual contributor","dutch, english international, english (usa), romanian, portuguese, french, german, swedish, chinese simplified, portuguese (brazil), japanese, polish, russian, latin american spanish",0,personality,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,Yes,No
Swing (New),"multi-choice test that measures the knowledge of components, containers, layouts and event handling in swing.","mid-professional, professional individual contributor",english (usa),4,k,https://www.shl.com/products/product-catalog/view/swing-new/,Yes,No
Workplace Health and Safety (New),"multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.","entry-level, graduate, manager, supervisor, mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No
CSS3 (New),multi-choice test that measures the knowledge of css3 and its application in providing style to web documents.,"mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/css3-new/,Yes,No
Cisco AppDynamics (New),"multi-choice test that measures the knowledge of application analytics, performance management, and appdynamics essentials like controller ui, custom dashboard, reports and monitoring.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Yes,No
Graduate Scenarios Narrative Report,"graduate scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: graduate scenarios narrative report: a participant focused report that contains; - graduate scenarios profile - feedback report (with development tips) breaking down the overall managerial judgement results into each of the 3 sub-scales; managing objectives, people management and corporate management. graduate scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades.","mid-professional, professional individual contributor, manager, graduate",,0,behavioral,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,Yes,No
Econometrics (New),"multi-choice test that measures the knowledge of statistical concepts, exploratory analysis and statistical testing required to analyze economic data.","graduate, mid-professional, professional individual contributor",english (usa),11,k,https://www.shl.com/products/product-catalog/view/econometrics-new/,Yes,No
Smart Interview Live,"shl live video interview is a real-time video interview tool. it allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. language availability the candidate and assessor interface is available in us english, japanese, simplified chinese, castilian spanish, portuguese, brazilian portuguese, french, canadian french, italian, dutch, latin american spanish, romanian, indonesian, german, arabic, greek. the admin interface is available in us english and simplified chinese (cn server).","entry-level, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),0,personality,https://www.shl.com/products/product-catalog/view/smart-interview-live/,Yes,No
Informatica (Architecture) (New),"multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with informatica.","mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,Yes,No
Automata (New),"an ai-powered coding simulation assessment that evaluates candidates programming ability. offers a familiar ide environment available in over 40 different programming languages and tests candidates using real-world coding problems. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","mid-professional, professional individual contributor",english (usa),45,skills,https://www.shl.com/products/product-catalog/view/automata-new/,Yes,No
Pharmaceutical Chemistry (New),"multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.","graduate, mid-professional, professional individual contributor",english (usa),17,k,https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,Yes,No
RemoteWorkQ Participant Report,"using the apta architecture to focus on the relevant competency behaviors in the universal competency framework, shl developed the remoteworkq to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o work relationships o work habits o self-development well-being the remoteworkq is intended for use across job families and levels for which working in a remote environment is important for the role. this report is designed to help you be more successful in a remote working environment by providing: o insights into your identified strengths and potential risks for working remotely o individualized coaching tips on how you can use your identified strengths to overcome risks","general population, graduate, manager, mid-professional, professional individual contributor, supervisor, director, entry-level, executive, front line manager",,0,cognitive,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,Yes,No
Basic Biology (New),multi choice test that measures the candidates basic understanding of biology.,"professional individual contributor, graduate, mid-professional",english (usa),6,k,https://www.shl.com/products/product-catalog/view/basic-biology-new/,Yes,No
SVAR - Spoken French (European) (New),"test automatisé de français parlé qui évalue laisance, la prononciation, lécoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",entry-level,french,0,skills,https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No
Java Design Patterns (New),multi-choice test that measures the knowledge of the types of design patterns in java and principles like threads and refactoring used in java design patterns.,"mid-professional, professional individual contributor",english (usa),5,k,https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,Yes,No
HiPo Assessment Report 2.0,"part of shls high potential solution and developed from shls extensive research into high-potential programs, the hipo assessment report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. using assessments such as the motivation questionnaire, opq, and verify cognitive ability tests, the report evaluates critical areas of aspiration, ability, and engagement. this report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.",,,0,"cognitive, personality",https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,Yes,No
Sales Transformation Report 1.0 - Sales Manager,"this report combines insights from the opq and a sales management questionnaire. it provides an accurate and objective measure of a sales managers capability to lead a sales team undergoing a sales transformation process. insights included in this report include an overall job-fit score, and individual scores and score narratives for the behaviours included in shls sales transformation behavioural model.","director, executive, front line manager, manager, supervisor",,0,personality,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No
Petrochemical Engineering (New),"multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.","graduate, mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,Yes,No
Prism (New),"multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the prism library.","mid-professional, professional individual contributor",english (usa),4,k,https://www.shl.com/products/product-catalog/view/prism-new/,Yes,No
Apache Hadoop Extensions (New),"multi-choice test that measures the conceptual knowledge of pig, hive and hbase.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/apache-hadoop-extensions-new/,Yes,No
OPQ Emotional Intelligence Report,this opq (occupational personality questionnaire) report explores how a person manages feelings and relationships with other people. it is intended for use in a development setting.,"director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","portuguese (brazil), danish, dutch, finnish, french (canada), french, latin american spanish, portuguese, swedish, english international, english (usa)",0,personality,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,Yes,No
OPQ Premium Plus Report,"this opq (occupational personality questionnaire) report contains a selection of reports including opq profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.","supervisor, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, director, executive",english international,0,personality,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,Yes,No
Digital Readiness Development Report - Manager,"this participant-oriented report is aimed employees with management responsibilities and summarizes the way that they have described their typical style at work and is interpreted against shls digital readiness framework. the report describes the way the person typically behaves, rather than their actual skill levels. it gives an indication of the individuals likely strengths in each area and makes suggestions for development activities, based upon the information gained from the questionnaire. note: this report is specifically aimed at managers. a version designed for individual contributors is also available (see digital readiness report - ic).","entry-level, executive, front line manager, general population, graduate, manager, mid-professional, supervisor, director",,0,personality,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,Yes,No
Drupal (New),"multi-choice test that measures the knowledge of drupal setup, content management, user interface, module development and security.","mid-professional, professional individual contributor",english (usa),17,k,https://www.shl.com/products/product-catalog/view/drupal-new/,Yes,No
OPQ Profile Report,"this is a graphical profile charts presenting results across the 32 opq scales. it is designed to be interpreted by opq trained users only. please note this report is currently being updated on talent central as part of a reporting refresh project, and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms. differences are regarding the layout and display of the reports only and do not affect the underlying scoring. when viewing sample reports, please ensure you select the appropriate language and platform example. where a sample report has no platform indicated, it is available on both the talent central and soda platforms.","director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","arabic, romanian, slovak, serbian, chinese simplified, chinese traditional, danish, flemish, dutch, english international, finnish, french (belgium), french (canada), french, german, greek, hungarian, icelandic, indonesian, italian, japanese, korean, norwegian, polish, portuguese (brazil), portuguese, russian, latin american spanish, spanish, swedish, thai, turkish, english (usa), czech, estonian, latvian, lithuanian",0,personality,https://www.shl.com/products/product-catalog/view/opq-profile-report/,Yes,No
SVAR - Spoken English (Indian Accent) (New),"an automated spoken english test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken english understanding. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",entry-level,english (usa),0,skills,https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No
Oracle WebLogic Server (New),"multi-choice test that measures the knowledge of the concepts of weblogic such as server installation, administration, node, logs manager, security and deployment.","mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,Yes,No
Business Communications,"this test measures the candidates knowledge of communicating in the workplace. it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. designed for the average business worker, this test includes the following topics: electronic communication, employment communication, listening, meetings, nonverbal communication, verbal communication, and written communication. this version of the test is not adaptive.",,english (usa),35,k,https://www.shl.com/products/product-catalog/view/business-communications/,Yes,No
MS Word (New),multi-choice test that measures the ability to use ms word to record and save textual information.,"professional individual contributor, supervisor, mid-professional, entry-level, graduate, manager","spanish, french, portuguese (brazil), english (usa)",4,k,https://www.shl.com/products/product-catalog/view/ms-word-new/,Yes,No
Zabbix (New),"multi-choice test that measures the knowledge of zabbix architecture, data handling, monitoring and administration.","mid-professional, professional individual contributor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/zabbix-new/,Yes,No
Hibernate (New),"multi-choice test that measures the knowledge of hibernate architecture, hibernate mapping and hibernate query language(hql).","mid-professional, professional individual contributor",english (usa),5,k,https://www.shl.com/products/product-catalog/view/hibernate-new/,Yes,No
Power Electronics and Drives (New),"multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","mid-professional, professional individual contributor, graduate",english (usa),15,k,https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No
Business Communication (adaptive),"this is an adaptive test that measures knowledge of communicating in the workplace. it measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. designed for the average business worker, this test includes the following topics: electronic communication, employment communication, listening, meetings, nonverbal communication, verbal communication, and written communication.","entry-level, front line manager, manager, mid-professional, professional individual contributor",english (usa),24,k,https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Yes,Yes
Mechatronics Engineering (New),"multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems.","graduate, mid-professional, professional individual contributor",english (usa),19,k,https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,Yes,No
MongoDB (New),"multi-choice test that measures the conceptual knowledge of mongodb like sharding, replication, indexing, security and storage. it also checks the knowledge of mongodb queries and data models.","mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/mongodb-new/,Yes,No
Reading Comprehension - Spanish v1,"the reading comprehension - spanish assessment provides a general measure of spanish reading comprehension. this test is comprised of items that contain a passage that must read in order to answer the question being asked. the questions focus on the ability to demonstrate an understanding of the passage. questions may be specific in nature, with answers that can be found almost word for word in the passage. for example, the question may ask for a date, name or place that can be found by closely reading through the passage. alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. what is the theme of the passage? or what is the mood of the author? are examples of general questions that may be asked.","entry-level, front line manager, manager, mid-professional, professional individual contributor",latin american spanish,26,ability,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes
SAP Business Objects WebI (New),"multi-choice test that measures the knowledge of sap interactive analysis, reporting, formatting and scheduling documents.","mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No
Kubernetes (New),"multi-choice test that measures the knowledge of the architecture, cluster and services of kubernetes.","mid-professional, professional individual contributor",english (usa),6,k,https://www.shl.com/products/product-catalog/view/kubernetes-new/,Yes,No
Front Office Management (New),multi-choice test that measures the knowledge of front office operations.,"entry-level, graduate, mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/front-office-management-new/,Yes,No
Electrical and Electronics Engineering (New),"multi-choice test that measures the candidates knowledge and understanding on fundamentals of electrical engineering, instrumentation and control system and electronics.","graduate, mid-professional, professional individual contributor",english (usa),14,k,https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,Yes,No
Financial and Banking Services (New),"multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of macroeconomics.","graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,Yes,No
Electronics and Embedded Systems Engineering (New),"multi-choice test that measures the candidates knowledge and understanding on concepts like embedded systems and, analog and digital electronics.","graduate, mid-professional, professional individual contributor",english (usa),18,k,https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Yes,No
Workplace Administration Skills (New),"multi-choice test that measures the ability to organize ones workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.","manager, mid-professional, professional individual contributor, supervisor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,Yes,No
SHL Verify Interactive G+,"shl verify interactive g (svig) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: deductive reasoning, inductive reasoning, and numerical reasoning. the candidate will see questions measuring all three abilities. candidates will receive a score on each of the specific abilities as well as a general ability score. this test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","graduate, manager, mid-professional, professional individual contributor","english (usa), chinese traditional, korean, serbian, slovak, spanish, english international, danish, swedish, norwegian, finnish, latvian, lithuanian, estonian, portuguese, hungarian, thai, czech, polish, turkish, portuguese (brazil), romanian, latin american spanish, italian, french (canada), chinese simplified, dutch, german, french, russian, indonesian, greek, japanese",36,ability,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,Yes,Yes
Training Development,"the training development test measures knowledge of developing and delivering training programs. designed for experienced trainers, this test covers the following topics: analysis methods, audience analysis, design materials, design strategy, developing instructional materials, general knowledge, media, project management plan, purpose of training, training delivery, and writing instructional objectives.","front line manager, manager",english (usa),15,k,https://www.shl.com/products/product-catalog/view/training-development/,Yes,Yes
COBOL Programming (New),"multi-choice test that measures the knowledge of cobol programming fundamentals, programming structure and different types of application processing.","mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/cobol-programming-new/,Yes,No
Cyber Risk (New),"multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management.","manager, mid-professional, professional individual contributor, supervisor",english (usa),9,k,https://www.shl.com/products/product-catalog/view/cyber-risk-new/,Yes,No
SAP HCM (Human Capital Management) (New),"multi-choice test that measures the knowledge of sap hr/ hcm structure, personnel administration, sap hcm tasks, sap hcm successfactors solutions.","mid-professional, professional individual contributor",english (usa),0,k,https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No
Verify Interactive G+ Candidate Report,verify interactive g candidate report,,,0,ability,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No
OPQ Maximising your Learning Report,this opq (occupational personality questionnaire) report is designed to help people get the most from their development. it summarises the preferred approach to learning across four dimensions.,"executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor, director","danish, dutch, portuguese, swedish, english international",0,personality,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,Yes,No
Production and Industrial Engineering (New),"multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","graduate, mid-professional, professional individual contributor",english (usa),13,k,https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No
SAP Hybris (New),"multi-choice test that measures the knowledge of hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows.","mid-professional, professional individual contributor",english (usa),20,k,https://www.shl.com/products/product-catalog/view/sap-hybris-new/,Yes,No
Aerospace Engineering (New),"multi-choice test that measures the conceptual knowledge of aerodynamics, aircraft systems and instrumentation, flight dynamics, space dynamics and avionics.","graduate, mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/aerospace-engineering-new/,Yes,No
Dependability and Safety Instrument (DSI),"the dsi is a short pre-screening tool for many key entry-level roles. it is designed to identify potential employees who will have good dependability and reliability, and who are less likely to engage in counter-productive work behaviors. note: turkish end june 2012 and romanian end may 2013 are on limited beta relase",entry-level,"portuguese (brazil), chinese traditional, danish, dutch, finnish, french, german, icelandic, chinese simplified, english international, italian, latin american spanish, polish, swedish, english (usa), norwegian, russian",10,personality,https://www.shl.com/products/product-catalog/view/dependability-and-safety-instrument-dsi/,Yes,No
Java Frameworks (New),"multi-choice test that measures the knowledge of different java frameworks - struts, hibernate and spring.","mid-professional, professional individual contributor",english (usa),17,k,https://www.shl.com/products/product-catalog/view/java-frameworks-new/,Yes,No
Desktop Support (New),"multi-choice test that measures the knowledge of networking, peripheral components, operating systems, troubleshooting and providing technical support.","graduate, mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/desktop-support-new/,Yes,No
Universal Competency Framework Job profiling guide,"the shl universal competency framework establishes a common language for competencies that underpins shls products and services. it is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding peoples behaviours at work and the likelihood of being able to succeed in a given role and in a given environment","director, entry-level, executive, front line manager, manager, mid-professional, professional individual contributor","english international, portuguese",0,"cognitive, personality",https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No
Data Entry (New),simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data.,entry-level,english (usa),4,skills,https://www.shl.com/products/product-catalog/view/data-entry-new/,Yes,No
Paint Technology (New),"multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.","professional individual contributor, graduate, mid-professional",english (usa),7,k,https://www.shl.com/products/product-catalog/view/paint-technology-new/,Yes,No
Verify G+ - Ability Test Report,"the shl verify g ability test report provides the candidates overall general ability score alongside scores on numerical, deductive and inductive reasoning, using the comparison group selected by the user.",,,0,ability,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Yes,No
Telecommunications Engineering (New),"multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.","graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Yes,No
Social Media (New),multi-choice test that measures the knowledge about the different social media platforms.,"entry-level, graduate, manager, mid-professional, professional individual contributor, supervisor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/social-media-new/,Yes,No
Pediatrics (New),"multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.","graduate, mid-professional, professional individual contributor",english (usa),5,k,https://www.shl.com/products/product-catalog/view/pediatrics-new/,Yes,No
Sales Transformation 2.0 - Individual Contributor,this report draws insights from the opq. it provides an accurate and objective measure of a salespersons ability to sell well in a digital first environment. insights included in this report include individual scores and score narratives for the behaviours included in shls sales transformation behavioural model.,"front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor",,0,personality,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No
Automata Data Science Pro (New),a simulated test that measures the ability to analyze and modify data using machine learning algorithms to obtain desirable results.,"professional individual contributor, mid-professional",english (usa),60,skills,https://www.shl.com/products/product-catalog/view/automata-data-science-pro-new/,Yes,No
MFS 360 Enterprise Leadership Report,"the layout of this report follows the standard mfs 360 report but this is based on the enterprise leadership competency model, not the ucf model. the report text has been updated as well to reflect that.",,,0,d,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,Yes,No
Micro Focus Unified Functional Testing (New),multi-choice test that measures the knowledge of automation testing using the qtp tool.,"mid-professional, professional individual contributor",english (usa),12,k,https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,Yes,No
Verify Interactive Process Monitoring,"the shl verify range of ability tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. the shl process monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. it measures candidates ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.","graduate, manager, mid-professional, professional individual contributor",english (usa),18,ability,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No
MS Office Basic Computer Literacy (New),"multi-choice test that measures the ability to use ms word, ms excel and ms powerpoint to perform basic tasks on a computer.","graduate, mid-professional, professional individual contributor","english (usa), spanish, portuguese (brazil), french",7,k,https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,Yes,No
AI Skills,the ai skills assessment measures the skills that help candidates successfully leverage ai in their work.,general population,english (usa),16,personality,https://www.shl.com/products/product-catalog/view/ai-skills/,Yes,No
OPQ Team Impact Selection Report,"these reports are based on the shl team impact model, which is focused on actual team processes. they are supported by clear and easy to understand graphics which do not require opq training.","director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","danish, dutch, finnish, latin american spanish, norwegian, swedish, english international, english (usa)",0,personality,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,Yes,No
SQL Server Integration Services (SSIS) (New),"multi-choice test that measures the knowledge of ssis architecture, components, control flow, data flow, transformation, sql server tasks, ssis administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","mid-professional, professional individual contributor",english (usa),10,k,https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No
Visual Comparison - UK,this assessment measures ability to efficiently compare information and detect errors. the test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,entry-level,english international,5,k,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Yes,No
SQL Server (New),"multi-choice test that measures the knowledge of basic sql queries, creating and altering tables, filtering, grouping, aggregation in sql and querying multiple tables.","mid-professional, professional individual contributor",english (usa),11,k,https://www.shl.com/products/product-catalog/view/sql-server-new/,Yes,No
SQL Server Analysis Services (SSAS) (New),"multi-choice test that measures the knowledge of ssas database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power bi, dax, mdx, tabular model data access and security.","mid-professional, professional individual contributor",english (usa),15,k,https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No
Data Warehousing Concepts,"the data warehousing concepts test measures knowledge of data warehousing. designed for experienced users, this test covers the following topics: big data and data warehouse appliance, business considerations, data transformation, data warehousing and data marts, design, dimensional data model, on line analytical processing (olap), querying and reporting/data extraction.","mid-professional, professional individual contributor",english (usa),25,k,https://www.shl.com/products/product-catalog/view/data-warehousing-concepts/,Yes,Yes
IBM DataStage (New),"multi-choice test that measures the knowledge on the concepts of data warehouse fundamentals, datastage fundamentals, datastage stages and, datastage designer director.","mid-professional, professional individual contributor",english (usa),15,k,https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,Yes,No
Ruby on Rails (New),"multi-choice test that measures the knowledge of ruby programming, rails installation, rails mvc and rails programming model.","mid-professional, professional individual contributor",english (usa),11,k,https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,Yes,No
HTML5 (New),multi-choice test that measures the knowledge of html5 and its application in creating a user interface.,"mid-professional, professional individual contributor",english (usa),11,k,https://www.shl.com/products/product-catalog/view/html5-new/,Yes,No
Manufacturing & Industrial - Essential Focus 8.0,"the manufacturing industrial essential 8.0 job-focused assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. this solution assesses foundational behaviors including behaving safely in the workplace; applying domain-related expertise; offering practical solutions; and attending to multiple tasks. potential job titles that use this solution include: machining and equipment operators, laborer/warehouse, assemblers and fitters, maintenance/repair workers, dispatchers, surveillance, quality assurance workers, material handlers, and truck/ship loaders.","mid-professional, professional individual contributor, entry-level, graduate, manager","english international, french, english (usa), chinese simplified, italian, japanese, latin american spanish, german",16,personality,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,Yes,No
Mechanical Engineering (New),"multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, ic engines and manufacturing science.","graduate, mid-professional, professional individual contributor",english (usa),7,k,https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,Yes,No
Biochemistry (New),"multi-choice test that measures the knowledge of various bio-molecules like amino acids, proteins, enzymes, carbohydrates, vitamins and nucleic acids, and concepts of bioenergetics and metabolism.","graduate, mid-professional, professional individual contributor",english (usa),8,k,https://www.shl.com/products/product-catalog/view/biochemistry-new/,Yes,No
Load Runner (New),"multi-choice test that measures the knowledge on the concepts of load runner architecture installation, virtual user generator (vugen), controller, monitoring scenario and result analysis.","mid-professional, professional individual contributor",english (usa),6,k,https://www.shl.com/products/product-catalog/view/load-runner-new/,Yes,No
MuleSoft Development (New),"multi-choice test that measures the knowledge of mulesoft basic concepts, apis and web services, mule flow and scope, connectors and deployment.","mid-professional, professional individual contributor",english (usa),17,k,https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,Yes,No
